accident_no,accident_date,accident_time,day_week_desc,accident_type_desc,severity,speed_zone,rma,road_geometry_desc,lga_name,latitude,longitude,postcode_crash,age_group,sex,inj_level_desc,no_persons_killed,no_persons_inj_2,no_persons_inj_3,year,month,severity_desc
T20190016920,2018-08-08,10:00:00,Wednesday,Collision with vehicle,3,40,Local Road,Cross intersection,YARRA,-37.80624,144.98181,3065,30-39,M,Other injury,0,0,1,2018,8,Other Injury
T20140009792,2014-05-12,12:45:00,Monday,Collision with vehicle,3,40,Arterial Other,Cross intersection,BOROONDARA,-37.818825,145.03606,3122,26-29,M,Other injury,0,0,1,2014,5,Other Injury
T20220013032,2021-12-08,16:20:00,Wednesday,Collision with vehicle,3,50,Local Road,T intersection,MORNINGTON PENINSULA,-38.275738,145.01076,3934,Unknown,U,Other injury,0,0,1,2021,12,Other Injury
T20220003002,2022-02-09,08:10:00,Wednesday,Collision with vehicle,3,50,Arterial Highway,T intersection,MARIBYRNONG,-37.8146,144.89984,3013,40-49,F,Other injury,0,0,1,2022,2,Other Injury
T20190009940,2019-05-27,17:00:00,Monday,Collision with vehicle,3,60,Arterial Other,Cross intersection,MOONEE VALLEY,-37.74687,144.9097,3040,30-39,M,Other injury,0,0,1,2019,5,Other Injury
T20200005630,2020-03-08,11:00:00,Sunday,Collision with vehicle,3,50,Arterial Highway,Not at intersection,MORNINGTON PENINSULA,-38.356586,144.90076,3939,13-15,M,Other injury,0,0,1,2020,3,Other Injury
T20200022409,2020-12-05,06:00:00,Saturday,No collision and no object struck,3,50,Local Road,Not at intersection,PORT PHILLIP,-37.855274,144.97873,3182,26-29,M,Other injury,0,0,1,2020,12,Other Injury
T20240019754,2023-10-24,13:11:00,Tuesday,Collision with a fixed object,3,60,Arterial Highway,Cross intersection,DANDENONG,-37.99151,145.21019,3175,50-59,M,Other injury,0,0,1,2023,10,Other Injury
T20180002760,2018-02-12,17:50:00,Monday,Collision with vehicle,3,50,Local Road,T intersection,MELBOURNE,-37.81336,144.94363,3008,40-49,M,Other injury,0,0,1,2018,2,Other Injury
T20140001136,2014-01-18,09:30:00,Saturday,Collision with vehicle,3,60,Arterial Other,Not at intersection,BOROONDARA,-37.81376,145.02786,3122,50-59,M,Other injury,0,0,1,2014,1,Other Injury
T20180019217,2018-10-13,12:03:00,Saturday,Collision with vehicle,2,60,Arterial Other,T intersection,PORT PHILLIP,-37.88711,144.98402,3184,40-49,M,Serious injury,0,1,0,2018,10,Serious Injury
T20230003939,2023-02-18,10:00:00,Saturday,Collision with vehicle,2,60,Arterial Other,T intersection,WHITEHORSE,-37.80053,145.11407,3129,30-39,M,Serious injury,0,1,0,2023,2,Serious Injury
T20240010604,2024-04-27,09:55:00,Saturday,collision with some other object,3,70,Arterial Other,T intersection,HOBSONS BAY,-37.85521,144.86365,3016,65-69,M,Other injury,0,0,1,2024,4,Other Injury
T20180019737,2018-10-21,08:40:00,Sunday,Collision with vehicle,2,60,Arterial Highway,Not at intersection,KINGSTON,-38.071182,145.12125,3196,40-49,F,Serious injury,0,1,0,2018,10,Serious Injury
T20130010566,2013-05-21,17:35:00,Tuesday,Collision with vehicle,3,80,Arterial Highway,Not at intersection,MORNINGTON PENINSULA,-38.21712,145.06104,3931,50-59,M,Other injury,0,0,1,2013,5,Other Injury
T20170012690,2017-06-25,18:30:00,Sunday,Collision with vehicle,3,50,Local Road,Cross intersection,YARRA,-37.781982,144.97162,3054,26-29,F,Other injury,0,0,1,2017,6,Other Injury
T20240004719,2024-02-24,15:13:00,Saturday,Collision with vehicle,3,50,,T intersection,MORELAND,-37.76415,144.96129,3056,26-29,F,Other injury,0,0,1,2024,2,Other Injury
T20120009302,2012-04-19,17:30:00,Thursday,Collision with vehicle,3,60,Arterial Other,Not at intersection,HOBSONS BAY,-37.82674,144.88101,3015,18-21,M,Other injury,0,0,1,2012,4,Other Injury
T20150018772,2015-09-08,18:50:00,Tuesday,No collision and no object struck,3,40,Local Road,Cross intersection,PORT PHILLIP,-37.862965,145.0034,3183,26-29,F,Other injury,0,0,1,2015,9,Other Injury
T20120024046,2012-10-25,08:17:00,Thursday,Collision with vehicle,2,70,Arterial Highway,T intersection,YARRA,-37.796986,144.99344,3067,22-25,M,Other injury,0,1,2,2012,10,Serious Injury
T20120024046,2012-10-25,08:17:00,Thursday,Collision with vehicle,2,70,Arterial Highway,T intersection,YARRA,-37.796986,144.99344,3067,40-49,M,Other injury,0,1,2,2012,10,Serious Injury
T20190024936,2019-12-10,18:59:00,Tuesday,Collision with vehicle,2,60,Arterial Highway,T intersection,DAREBIN,-37.746193,145.01208,3072,40-49,M,Serious injury,0,1,0,2019,12,Serious Injury
T20240022285,2024-08-31,06:15:00,Saturday,Collision with vehicle,3,50,Local Road,Not at intersection,MELBOURNE,-37.815937,144.96501,3000,30-39,M,Other injury,0,0,1,2024,8,Other Injury
T20200001631,2020-01-19,19:30:00,Sunday,Vehicle overturned (no collision),2,999,Local Road,Not at intersection,PORT PHILLIP,-37.873177,144.98244,3184,65-69,F,Serious injury,0,1,0,2020,1,Serious Injury
T20250015443,2025-06-04,16:30:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MELBOURNE,-37.817303,144.95334,3008,30-39,M,Other injury,0,0,1,2025,6,Other Injury
T20250015443,2025-06-04,16:30:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MELBOURNE,-37.817303,144.95334,3008,30-39,M,Other injury,0,0,1,2025,6,Other Injury
T20130021598,2013-10-19,07:00:00,Saturday,Collision with vehicle,2,60,Arterial Other,Not at intersection,BOROONDARA,-37.8161,145.04872,3101,50-59,M,Serious injury,0,1,0,2013,10,Serious Injury
T20230021560,2023-08-31,17:45:00,Thursday,Collision with vehicle,3,999,Local Road,T intersection,YARRA,-37.79928,144.9971,3067,30-39,F,Other injury,0,0,1,2023,8,Other Injury
T20150002176,2015-01-31,19:00:00,Saturday,Collision with vehicle,3,999,Local Road,Not at intersection,HOBSONS BAY,-37.86561,144.82243,3018,13-15,M,Other injury,0,0,1,2015,1,Other Injury
T20180019203,2018-10-10,18:00:00,Wednesday,No collision and no object struck,2,999,Local Road,Not at intersection,MELBOURNE,-37.810917,144.98804,3002,30-39,F,Serious injury,0,1,0,2018,10,Serious Injury
T20240013306,2024-05-25,06:58:00,Saturday,Collision with vehicle,3,60,Arterial Other,T intersection,BAYSIDE,-37.975494,145.01591,3193,30-39,M,Other injury,0,0,1,2024,5,Other Injury
T20210026463,2021-12-24,07:00:00,Friday,Collision with vehicle,2,80,Arterial Highway,Not at intersection,KNOX,-37.878536,145.26494,3156,40-49,M,Serious injury,0,1,0,2021,12,Serious Injury
T20200002228,2020-01-30,20:16:00,Thursday,Collision with vehicle,2,50,Local Road,T intersection,HOBSONS BAY,-37.865017,144.91028,3016,30-39,M,Serious injury,0,1,0,2020,1,Serious Injury
T20140011678,2013-07-25,18:30:00,Thursday,Collision with vehicle,3,999,Arterial Other,T intersection,MELBOURNE,-37.79672,144.95108,3051,30-39,M,Other injury,0,0,1,2013,7,Other Injury
T20230017843,2023-07-09,08:40:00,Sunday,No collision and no object struck,2,40,Local Road,T intersection,MELBOURNE,-37.809677,144.95547,3003,40-49,F,Serious injury,0,1,0,2023,7,Serious Injury
T20170005168,2017-03-14,12:15:00,Tuesday,Collision with vehicle,3,40,Arterial Other,Not at intersection,YARRA,-37.82679,144.99773,3121,30-39,F,Other injury,0,0,1,2017,3,Other Injury
T20190020646,2019-10-18,16:20:00,Friday,Collision with vehicle,3,50,Local Road,Not at intersection,PORT PHILLIP,-37.8664,144.99962,3183,30-39,M,Other injury,0,0,1,2019,10,Other Injury
T20200021320,2020-11-28,17:50:00,Saturday,Collision with vehicle,2,50,Local Road,Cross intersection,DAREBIN,-37.707214,144.99013,3073,50-59,M,Serious injury,0,1,0,2020,11,Serious Injury
T20160021630,2016-10-03,17:30:00,Monday,Collision with vehicle,3,30,Arterial Other,T intersection,HUME,-37.666725,144.94952,3061,40-49,M,Other injury,0,0,1,2016,10,Other Injury
T20220015499,2022-07-11,08:40:00,Monday,Collision with vehicle,3,50,Local Road,Not at intersection,MORELAND,-37.70855,144.92368,3046,40-49,M,Other injury,0,0,1,2022,7,Other Injury
T20180006155,2018-03-31,18:40:00,Saturday,Collision with vehicle,2,60,Arterial Other,Cross intersection,BAYSIDE,-37.891735,144.99068,3186,60-64,F,Serious injury,0,2,0,2018,3,Serious Injury
T20240015474,2024-06-17,07:00:00,Monday,Vehicle overturned (no collision),3,60,Arterial Other,T intersection,DANDENONG,-37.970745,145.22083,3175,Unknown,U,Not injured,0,0,1,2024,6,Other Injury
T20240013046,2024-05-22,15:00:00,Wednesday,Collision with vehicle,3,50,Local Road,Not at intersection,BANYULE,-37.712433,145.08223,3087,40-49,M,Other injury,0,0,1,2024,5,Other Injury
T20190025750,2019-12-19,20:00:00,Thursday,Collision with vehicle,2,40,Local Road,Not at intersection,MELBOURNE,-37.80305,144.9687,3053,22-25,F,Serious injury,0,1,0,2019,12,Serious Injury
T20190002003,2019-02-02,07:10:00,Saturday,Collision with vehicle,2,50,Arterial Other,T intersection,MANNINGHAM,-37.786453,145.10556,3108,30-39,F,Serious injury,0,3,0,2019,2,Serious Injury
T20190002003,2019-02-02,07:10:00,Saturday,Collision with vehicle,2,50,Arterial Other,T intersection,MANNINGHAM,-37.786453,145.10556,3108,30-39,F,Serious injury,0,3,0,2019,2,Serious Injury
T20190002003,2019-02-02,07:10:00,Saturday,Collision with vehicle,2,50,Arterial Other,T intersection,MANNINGHAM,-37.786453,145.10556,3108,50-59,F,Serious injury,0,3,0,2019,2,Serious Injury
T20230007058,2023-03-14,14:30:00,Tuesday,Collision with vehicle,3,50,Local Road,Cross intersection,DANDENONG,-37.94926,145.19716,3175,60-64,M,Other injury,0,0,1,2023,3,Other Injury
T20240020335,2024-08-10,21:20:00,Saturday,Collision with vehicle,2,40,Local Road,T intersection,PORT PHILLIP,-37.860153,144.99184,3182,26-29,F,Serious injury,0,1,0,2024,8,Serious Injury
T20130020557,2013-10-05,14:58:00,Saturday,Collision with vehicle,2,40,Arterial Other,T intersection,YARRA,-37.800526,144.99994,3067,30-39,M,Serious injury,0,1,0,2013,10,Serious Injury
T20140008401,2014-04-23,19:15:00,Wednesday,Collision with vehicle,2,90,Local Road,Multiple intersection,MARIBYRNONG,-37.811073,144.86969,3012,22-25,M,Serious injury,0,1,0,2014,4,Serious Injury
T20150015177,2015-07-21,10:04:00,Tuesday,collision with some other object,3,40,Local Road,Not at intersection,MELBOURNE,-37.81855,144.95596,3000,50-59,M,Other injury,0,0,1,2015,7,Other Injury
T20150021077,2015-10-11,17:00:00,Sunday,Collision with vehicle,2,50,Local Road,Unknown,KINGSTON,-37.974655,145.07121,3194,40-49,M,Serious injury,0,1,0,2015,10,Serious Injury
T20220001634,2022-01-25,09:15:00,Tuesday,Collision with vehicle,3,60,,Not at intersection,DAREBIN,-37.719444,144.99324,3073,30-39,M,Other injury,0,0,1,2022,1,Other Injury
T20120003194,2012-02-10,07:45:00,Friday,Collision with vehicle,3,50,Local Road,Cross intersection,BAYSIDE,-37.98287,145.04413,3193,40-49,M,Other injury,0,0,1,2012,2,Other Injury
T20210023079,2021-10-27,12:20:00,Wednesday,Collision with vehicle,2,50,Local Road,Not at intersection,HOBSONS BAY,-37.845127,144.89243,3015,70+,M,Serious injury,0,1,0,2021,10,Serious Injury
T20130008415,2013-01-09,18:00:00,Wednesday,Collision with vehicle,3,999,Local Road,Cross intersection,MELBOURNE,-37.80113,144.95311,3051,40-49,M,Other injury,0,0,1,2013,1,Other Injury
T20160023997,2016-11-07,07:45:00,Monday,Collision with vehicle,2,60,,Not at intersection,YARRA,-37.78477,145.02522,3078,22-25,M,Serious injury,0,1,0,2016,11,Serious Injury
T20200013916,2020-07-20,18:00:00,Monday,Collision with vehicle,2,50,Local Road,T intersection,PORT PHILLIP,-37.863125,145.00473,3183,30-39,U,Serious injury,0,1,0,2020,7,Serious Injury
T20140009872,2014-05-13,13:05:00,Tuesday,Collision with vehicle,3,50,Local Road,T intersection,STONNINGTON,-37.856686,144.99245,3181,22-25,M,Other injury,0,0,1,2014,5,Other Injury
T20170008563,2017-04-30,15:38:00,Sunday,Collision with vehicle,2,70,Arterial Other,Not at intersection,WHITTLESEA,-37.693256,144.99622,3074,40-49,M,Serious injury,0,1,0,2017,4,Serious Injury
T20160023353,2016-10-12,18:10:00,Wednesday,Collision with vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.80425,144.96632,3053,30-39,F,Other injury,0,0,2,2016,10,Other Injury
T20220027671,2022-12-06,07:30:00,Tuesday,Vehicle overturned (no collision),2,80,Arterial Other,Not at intersection,CASEY,-38.07483,145.29749,3977,50-59,M,Serious injury,0,1,0,2022,12,Serious Injury
T20240023493,2024-09-15,09:45:00,Sunday,No collision and no object struck,2,999,Local Road,Cross intersection,DAREBIN,-37.72551,145.0516,3083,50-59,M,Serious injury,0,1,0,2024,9,Serious Injury
T20200005735,2020-03-09,18:08:00,Monday,Collision with vehicle,3,999,Arterial Highway,Cross intersection,GLEN EIRA,-37.883835,144.99728,3185,13-15,M,Other injury,0,0,1,2020,3,Other Injury
T20200010466,2020-05-16,11:45:00,Saturday,Vehicle overturned (no collision),3,40,Arterial Other,Cross intersection,PORT PHILLIP,-37.859764,144.97739,3182,40-49,M,Other injury,0,0,1,2020,5,Other Injury
T20120007822,2012-04-02,17:05:00,Monday,Collision with vehicle,2,60,Local Road,Not at intersection,GLEN EIRA,-37.86911,145.01825,3161,50-59,M,Serious injury,0,1,0,2012,4,Serious Injury
T20130020556,2013-10-05,09:00:00,Saturday,Collision with vehicle,2,60,Local Road,T intersection,BAYSIDE,-37.887703,144.99632,3186,50-59,M,Serious injury,0,1,0,2013,10,Serious Injury
T20230029463,2023-12-13,06:50:00,Wednesday,Collision with vehicle,2,60,Arterial Highway,T intersection,MORNINGTON PENINSULA,-38.353275,144.9141,3939,65-69,M,Serious injury,0,1,0,2023,12,Serious Injury
T20140011654,2014-06-05,17:58:00,Thursday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.821014,144.94743,3008,30-39,M,Other injury,0,0,1,2014,6,Other Injury
T20170004612,2017-03-06,16:35:00,Monday,Collision with vehicle,3,50,Local Road,Not at intersection,MELBOURNE,-37.81658,144.9628,3000,26-29,M,Other injury,0,0,1,2017,3,Other Injury
T20200015123,2020-08-12,17:28:00,Wednesday,Collision with vehicle,3,50,Local Road,Not at intersection,MOONEE VALLEY,-37.750034,144.89743,3040,26-29,M,Other injury,0,0,1,2020,8,Other Injury
T20130014445,2013-07-12,14:00:00,Friday,Collision with vehicle,3,999,Local Road,T intersection,DANDENONG,-37.99098,145.17221,3173,70+,M,Other injury,0,0,1,2013,7,Other Injury
T20120015493,2012-07-05,07:10:00,Thursday,Collision with vehicle,3,60,Arterial Other,Cross intersection,MOONEE VALLEY,-37.77133,144.91254,3039,30-39,M,Other injury,0,0,1,2012,7,Other Injury
T20250019633,2025-07-23,17:25:00,Wednesday,Collision with vehicle,3,30,Local Road,Cross intersection,YARRA,-37.795666,144.98795,3066,30-39,M,Other injury,0,0,1,2025,7,Other Injury
T20190012475,2019-07-05,10:30:00,Friday,Collision with vehicle,3,50,Local Road,Cross intersection,BAYSIDE,-37.91812,144.99911,3186,50-59,M,Other injury,0,0,1,2019,7,Other Injury
T20200019893,2020-11-04,15:00:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,BAYSIDE,-37.964123,145.0122,3193,30-39,F,Other injury,0,0,1,2020,11,Other Injury
T20140005937,2014-03-22,17:05:00,Saturday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.814472,144.97383,3000,30-39,M,Other injury,0,0,1,2014,3,Other Injury
T20210025041,2021-12-07,19:24:00,Tuesday,Collision with vehicle,2,60,Local Road,Cross intersection,WYNDHAM,-37.87941,144.70128,3029,30-39,M,Serious injury,0,1,0,2021,12,Serious Injury
T20160010489,2016-05-13,08:00:00,Friday,Collision with vehicle,3,60,Arterial Highway,Cross intersection,GLEN EIRA,-37.884743,145.06744,3163,30-39,M,Other injury,0,0,1,2016,5,Other Injury
T20130008424,2013-04-23,18:30:00,Tuesday,Collision with vehicle,2,60,Local Road,T intersection,YARRA RANGES,-37.909607,145.32915,3158,40-49,M,Serious injury,0,1,0,2013,4,Serious Injury
T20240011215,2024-05-03,18:00:00,Friday,Collision with vehicle,3,50,Local Road,Cross intersection,DAREBIN,-37.758213,144.99654,3071,30-39,F,Other injury,0,0,1,2024,5,Other Injury
T20240014063,2024-05-22,17:30:00,Wednesday,Collision with vehicle,3,40,Local Road,Cross intersection,STONNINGTON,-37.854645,144.99284,3181,13-15,F,Other injury,0,0,1,2024,5,Other Injury
T20120017054,2012-07-26,10:20:00,Thursday,Collision with vehicle,3,60,Local Road,Cross intersection,BANYULE,-37.74784,145.04169,3081,18-21,F,Other injury,0,0,1,2012,7,Other Injury
T20240015359,2024-06-17,07:45:00,Monday,Collision with vehicle,2,80,Freeway,T intersection,MORNINGTON PENINSULA,-38.376717,144.88911,3939,70+,M,Serious injury,0,1,0,2024,6,Serious Injury
T20120023086,2012-10-12,07:30:00,Friday,Collision with vehicle,3,999,Arterial Other,Not at intersection,MELBOURNE,-37.84062,144.97714,3004,30-39,M,Other injury,0,0,1,2012,10,Other Injury
T20140001467,2014-01-23,11:40:00,Thursday,Collision with vehicle,2,60,,Cross intersection,YARRA,-37.781876,145.02504,3078,70+,M,Serious injury,0,1,0,2014,1,Serious Injury
T20130023343,2013-11-11,08:30:00,Monday,Collision with vehicle,3,60,Arterial Other,T intersection,YARRA,-37.81934,144.99904,3121,30-39,M,Other injury,0,0,1,2013,11,Other Injury
T20180021675,2018-11-19,09:30:00,Monday,No collision and no object struck,3,777,Arterial Other,T intersection,YARRA,-37.818333,144.9969,3121,26-29,M,Other injury,0,0,1,2018,11,Other Injury
T20210025584,2021-12-11,08:00:00,Saturday,Collision with vehicle,2,999,Arterial Other,T intersection,GLEN EIRA,-37.918324,145.0377,3204,70+,M,Serious injury,0,1,0,2021,12,Serious Injury
T20210012865,2021-05-26,05:45:00,Wednesday,collision with some other object,3,60,Arterial Other,Not at intersection,GLEN EIRA,-37.87523,145.03906,3161,26-29,M,Other injury,0,0,1,2021,5,Other Injury
T20240021592,2024-08-24,09:37:00,Saturday,Collision with vehicle,3,60,Arterial Other,T intersection,BAYSIDE,-37.984943,145.02448,3193,40-49,M,Other injury,0,0,1,2024,8,Other Injury
T20130016543,2013-08-11,08:20:00,Sunday,Collision with vehicle,3,50,Arterial Highway,Cross intersection,FRANKSTON,-38.140255,145.12254,3199,50-59,M,Other injury,0,0,1,2013,8,Other Injury
T20140011600,2014-05-15,22:00:00,Thursday,No collision and no object struck,3,50,Local Road,Cross intersection,KINGSTON,-37.935173,145.12865,3169,30-39,M,Other injury,0,0,1,2014,5,Other Injury
T20140003642,2014-02-20,18:30:00,Thursday,Collision with vehicle,3,70,Arterial Other,T intersection,HOBSONS BAY,-37.852432,144.85304,3016,30-39,M,Other injury,0,0,1,2014,2,Other Injury
T20150021418,2015-10-16,18:03:00,Friday,Collision with vehicle,3,60,Local Road,Cross intersection,MORELAND,-37.727272,144.94656,3044,50-59,F,Other injury,0,0,1,2015,10,Other Injury
T20230014363,2023-06-20,17:10:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,KINGSTON,-38.03429,145.13464,3196,30-39,M,Other injury,0,0,1,2023,6,Other Injury
T20170008698,2017-05-02,18:15:00,Tuesday,Collision with vehicle,3,50,Local Road,Not at intersection,MORELAND,-37.767975,144.9598,3056,40-49,M,Other injury,0,0,1,2017,5,Other Injury
T20240017443,2024-07-10,13:47:00,Wednesday,Collision with vehicle,2,80,Arterial Highway,T intersection,DANDENONG,-38.005856,145.2279,3175,22-25,F,Serious injury,0,1,0,2024,7,Serious Injury
T20120004368,2012-02-18,09:30:00,Saturday,Collision with vehicle,2,999,Arterial Other,T intersection,BAYSIDE,-37.94435,145.00125,3188,40-49,M,Serious injury,0,1,0,2012,2,Serious Injury
T20200008501,2020-04-27,13:50:00,Monday,Collision with vehicle,3,60,Arterial Other,Not at intersection,BAYSIDE,-37.92559,144.98718,3186,40-49,M,Other injury,0,0,1,2020,4,Other Injury
T20200020736,2020-11-21,11:00:00,Saturday,Collision with vehicle,3,60,Arterial Other,Not at intersection,YARRA,-37.810535,145.00035,3121,30-39,F,Other injury,0,0,1,2020,11,Other Injury
T20170012472,2017-06-26,07:50:00,Monday,Collision with vehicle,3,888,Local Road,Not at intersection,KINGSTON,-38.009468,145.0956,3195,13-15,M,Other injury,0,0,1,2017,6,Other Injury
T20170021167,2017-11-06,15:12:00,Monday,Collision with vehicle,2,30,Arterial Highway,Not at intersection,KINGSTON,-37.997158,145.08392,3195,13-15,U,Serious injury,0,1,0,2017,11,Serious Injury
T20190021524,2019-10-28,19:30:00,Monday,Collision with vehicle,2,999,Local Road,T intersection,MONASH,-37.92658,145.19046,3170,30-39,M,Serious injury,0,1,0,2019,10,Serious Injury
